,Page,Category,Date,Size,Abs Edit Size
877,Economic Growth,Economic Concept, 13 April 2015 01:10,71259,1
878,Economic Growth,Economic Concept, 13 April 2015 00:17,71260,26
879,Economic Growth,Economic Concept, 12 April 2015 23:46,71234,36
880,Economic Growth,Economic Concept, 12 April 2015 23:43,71198,41
881,Economic Growth,Economic Concept, 12 April 2015 23:38,71157,227
882,Economic Growth,Economic Concept, 10 April 2015 10:31,70930,159
883,Economic Growth,Economic Concept, 10 April 2015 10:26,70771,641
884,Economic Growth,Economic Concept, 4 April 2015 17:01,70130,0
885,Economic Growth,Economic Concept, 30 March 2015 14:55,70130,262
886,Economic Growth,Economic Concept, 30 March 2015 02:09,70392,32
887,Economic Growth,Economic Concept, 30 March 2015 02:07,70360,32
888,Economic Growth,Economic Concept, 21 March 2015 01:33,70328,25
889,Economic Growth,Economic Concept, 21 March 2015 01:33,70353,235
890,Economic Growth,Economic Concept, 20 March 2015 02:27,70588,16
891,Economic Growth,Economic Concept, 20 March 2015 02:07,70572,9
892,Economic Growth,Economic Concept, 18 March 2015 17:04,70563,8
893,Economic Growth,Economic Concept, 17 March 2015 12:01,70555,1
894,Economic Growth,Economic Concept, 17 March 2015 12:01,70556,1
895,Economic Growth,Economic Concept, 17 March 2015 12:01,70557,237
896,Economic Growth,Economic Concept, 7 March 2015 07:13,70320,93
897,Economic Growth,Economic Concept, 5 February 2015 13:33,70227,1
898,Economic Growth,Economic Concept, 5 February 2015 10:31,70226,1
899,Economic Growth,Economic Concept, 1 February 2015 12:26,70227,1
900,Economic Growth,Economic Concept, 13 January 2015 23:37,70226,1
901,Economic Growth,Economic Concept, 13 January 2015 23:30,70227,"1,222"
902,Economic Growth,Economic Concept, 13 January 2015 23:01,71449,706
903,Economic Growth,Economic Concept, 13 January 2015 22:46,70743,516
904,Economic Growth,Economic Concept, 13 January 2015 17:06,70227,0
905,Economic Growth,Economic Concept, 13 January 2015 08:43,70227,543
906,Economic Growth,Economic Concept, 13 January 2015 07:30,70770,282
907,Economic Growth,Economic Concept, 13 January 2015 07:29,71052,"1,331"
908,Economic Growth,Economic Concept, 13 January 2015 05:56,69721,282
909,Economic Growth,Economic Concept, 13 January 2015 00:31,69439,0
910,Economic Growth,Economic Concept, 12 January 2015 18:45,69439,0
911,Economic Growth,Economic Concept, 12 January 2015 18:44,69439,0
912,Economic Growth,Economic Concept, 12 January 2015 18:26,69439,57
913,Economic Growth,Economic Concept, 12 January 2015 18:23,69496,1
914,Economic Growth,Economic Concept, 12 January 2015 18:22,69495,474
915,Economic Growth,Economic Concept, 12 January 2015 18:13,69969,97
916,Economic Growth,Economic Concept, 12 January 2015 17:52,69872,1
917,Economic Growth,Economic Concept, 12 January 2015 17:36,69873,216
918,Economic Growth,Economic Concept, 12 January 2015 15:06,70089,250
919,Economic Growth,Economic Concept, 12 January 2015 14:52,70339,467
920,Economic Growth,Economic Concept, 12 January 2015 09:56,69872,"1,872"
921,Economic Growth,Economic Concept, 12 January 2015 09:55,68000,"1,870"
922,Economic Growth,Economic Concept, 12 January 2015 09:54,69870,"2,736"
923,Economic Growth,Economic Concept, 12 January 2015 09:53,67134,"2,735"
924,Economic Growth,Economic Concept, 12 January 2015 09:52,69869,2
925,Economic Growth,Economic Concept, 12 January 2015 07:02,69871,104
926,Economic Growth,Economic Concept, 12 January 2015 06:59,69975,7
927,Economic Growth,Economic Concept, 12 January 2015 06:57,69982,221
928,Economic Growth,Economic Concept, 12 January 2015 06:55,70203,55
929,Economic Growth,Economic Concept, 11 January 2015 22:26,70258,18
930,Economic Growth,Economic Concept, 11 January 2015 22:06,70240,19
931,Economic Growth,Economic Concept, 11 January 2015 21:14,70221,18
932,Economic Growth,Economic Concept, 11 January 2015 20:54,70203,2
933,Economic Growth,Economic Concept, 11 January 2015 20:47,70201,28
934,Economic Growth,Economic Concept, 11 January 2015 20:44,70173,8
935,Economic Growth,Economic Concept, 11 January 2015 20:42,70165,"7,269"
936,Economic Growth,Economic Concept, 11 January 2015 20:39,62896,2
937,Economic Growth,Economic Concept, 11 January 2015 20:38,62898,29
938,Economic Growth,Economic Concept, 11 January 2015 20:35,62869,21
939,Economic Growth,Economic Concept, 11 January 2015 20:31,62848,"1,233"
940,Economic Growth,Economic Concept, 11 January 2015 20:28,61615,"1,259"
941,Economic Growth,Economic Concept, 11 January 2015 20:27,62874,"2,644"
942,Economic Growth,Economic Concept, 11 January 2015 20:24,65518,2
943,Economic Growth,Economic Concept, 11 January 2015 20:24,65516,2
944,Economic Growth,Economic Concept, 11 January 2015 20:21,65514,810
945,Economic Growth,Economic Concept, 11 January 2015 20:21,64704,810
946,Economic Growth,Economic Concept, 11 January 2015 20:20,65514,27
947,Economic Growth,Economic Concept, 11 January 2015 20:16,65487,292
948,Economic Growth,Economic Concept, 11 January 2015 20:12,65779,229
949,Economic Growth,Economic Concept, 11 January 2015 19:58,66008,16
950,Economic Growth,Economic Concept, 11 January 2015 19:57,66024,"6,477"
951,Economic Growth,Economic Concept, 11 January 2015 19:56,72501,16
952,Economic Growth,Economic Concept, 11 January 2015 19:33,72517,"6,493"
953,Economic Growth,Economic Concept, 11 January 2015 18:58,66024,"6,894"
954,Economic Growth,Economic Concept, 11 January 2015 17:02,72918,820
955,Economic Growth,Economic Concept, 11 January 2015 16:42,72098,19
956,Economic Growth,Economic Concept, 11 January 2015 16:25,72117,"1,678"
957,Economic Growth,Economic Concept, 11 January 2015 16:00,70439,"4,415"
958,Economic Growth,Economic Concept, 11 January 2015 09:01,66024,278
959,Economic Growth,Economic Concept, 11 January 2015 08:50,65746,0
960,Economic Growth,Economic Concept, 11 January 2015 08:49,65746,18
961,Economic Growth,Economic Concept, 11 January 2015 08:48,65764,"3,325"
962,Economic Growth,Economic Concept, 11 January 2015 08:45,69089,607
963,Economic Growth,Economic Concept, 11 January 2015 08:43,69696,67
964,Economic Growth,Economic Concept, 11 January 2015 08:41,69763,790
965,Economic Growth,Economic Concept, 11 January 2015 08:40,70553,1
966,Economic Growth,Economic Concept, 11 January 2015 08:40,70552,402
967,Economic Growth,Economic Concept, 11 January 2015 08:39,70954,514
968,Economic Growth,Economic Concept, 9 January 2015 09:22,70440,0
969,Economic Growth,Economic Concept, 9 January 2015 07:24,70440,0
970,Economic Growth,Economic Concept, 9 January 2015 07:20,70440,"1,374"
971,Economic Growth,Economic Concept, 9 January 2015 07:19,69066,815
972,Economic Growth,Economic Concept, 9 January 2015 07:18,69881,157
973,Economic Growth,Economic Concept, 9 January 2015 07:16,70038,402
974,Economic Growth,Economic Concept, 9 January 2015 07:12,70440,514
975,Economic Growth,Economic Concept, 9 January 2015 06:58,70954,1
976,Economic Growth,Economic Concept, 9 January 2015 06:57,70955,20
977,Economic Growth,Economic Concept, 9 January 2015 06:42,70935,28
978,Economic Growth,Economic Concept, 9 January 2015 06:41,70907,19
979,Economic Growth,Economic Concept, 9 January 2015 06:40,70926,470
980,Economic Growth,Economic Concept, 9 January 2015 06:38,70456,42
981,Economic Growth,Economic Concept, 9 January 2015 06:34,70414,20
982,Economic Growth,Economic Concept, 9 January 2015 06:32,70394,124
983,Economic Growth,Economic Concept, 9 January 2015 06:30,70270,559
984,Economic Growth,Economic Concept, 9 January 2015 06:27,69711,1
985,Economic Growth,Economic Concept, 9 January 2015 06:24,69712,1
986,Economic Growth,Economic Concept, 9 January 2015 06:22,69713,6
987,Economic Growth,Economic Concept, 9 January 2015 06:19,69719,"1,207"
988,Economic Growth,Economic Concept, 9 January 2015 06:02,70926,18
989,Economic Growth,Economic Concept, 9 January 2015 05:42,70908,1
990,Economic Growth,Economic Concept, 9 January 2015 05:37,70909,3
991,Economic Growth,Economic Concept, 9 January 2015 05:37,70912,516
992,Economic Growth,Economic Concept, 9 January 2015 05:32,71428,817
993,Economic Growth,Economic Concept, 9 January 2015 05:30,72245,702
994,Economic Growth,Economic Concept, 9 January 2015 00:54,71543,244
995,Economic Growth,Economic Concept, 9 January 2015 00:48,71299,299
996,Economic Growth,Economic Concept, 7 January 2015 02:16,71000,465
997,Economic Growth,Economic Concept, 7 January 2015 02:04,70535,316
998,Economic Growth,Economic Concept, 7 January 2015 02:02,70851,6
999,Economic Growth,Economic Concept, 7 January 2015 02:01,70845,469
1000,Human Development Index,Economic Concept, 27 October 2022 18:19,42065,4
1001,Human Development Index,Economic Concept, 27 October 2022 15:34,42061,4
1002,Human Development Index,Economic Concept, 16 October 2022 18:40,42065,151
1003,Human Development Index,Economic Concept, 16 October 2022 14:38,42216,26
1004,Human Development Index,Economic Concept, 16 October 2022 14:33,42242,177
1005,Human Development Index,Economic Concept, 14 October 2022 14:05,42065,8
1006,Human Development Index,Economic Concept, 13 October 2022 12:55,42057,11
1007,Human Development Index,Economic Concept, 13 October 2022 12:52,42068,11
1008,Human Development Index,Economic Concept, 9 October 2022 17:39,42057,2
1009,Human Development Index,Economic Concept, 4 October 2022 15:03,42055,"1,288"
1010,Human Development Index,Economic Concept, 4 October 2022 14:54,40767,"1,288"
1011,Human Development Index,Economic Concept, 3 October 2022 16:47,42055,1
1012,Human Development Index,Economic Concept, 3 October 2022 03:30,42056,35
1013,Human Development Index,Economic Concept, 3 October 2022 03:29,42091,149
1014,Human Development Index,Economic Concept, 3 October 2022 03:14,41942,207
1015,Human Development Index,Economic Concept, 30 September 2022 23:40,42149,78
1016,Human Development Index,Economic Concept, 18 September 2022 22:37,42071,0
1017,Human Development Index,Economic Concept, 18 September 2022 22:34,42071,573
1018,Human Development Index,Economic Concept, 18 September 2022 21:21,41498,0
1019,Human Development Index,Economic Concept, 18 September 2022 10:02,41498,0
1020,Human Development Index,Economic Concept, 15 September 2022 17:21,41498,74
1021,Human Development Index,Economic Concept, 15 September 2022 17:06,41572,74
1022,Human Development Index,Economic Concept, 15 September 2022 17:00,41498,21
1023,Human Development Index,Economic Concept, 15 September 2022 16:59,41519,21
1024,Human Development Index,Economic Concept, 13 September 2022 21:38,41498,2
1025,Human Development Index,Economic Concept, 13 September 2022 21:32,41500,2
1026,Human Development Index,Economic Concept, 13 September 2022 21:32,41502,2
1027,Human Development Index,Economic Concept, 13 September 2022 21:30,41500,2
1028,Human Development Index,Economic Concept, 13 September 2022 21:29,41498,0
1029,Human Development Index,Economic Concept, 13 September 2022 21:24,41498,"3,159"
1030,Human Development Index,Economic Concept, 13 September 2022 21:23,38339,"3,159"
1031,Human Development Index,Economic Concept, 13 September 2022 20:32,41498,"7,820"
1032,Human Development Index,Economic Concept, 9 September 2022 16:16,49318,21
1033,Human Development Index,Economic Concept, 9 September 2022 16:15,49297,43
1034,Human Development Index,Economic Concept, 9 September 2022 03:41,49254,33
1035,Human Development Index,Economic Concept, 9 September 2022 03:33,49287,33
1036,Human Development Index,Economic Concept, 9 September 2022 03:33,49254,103
1037,Human Development Index,Economic Concept, 31 August 2022 08:51,49357,581
1038,Human Development Index,Economic Concept, 25 August 2022 18:50,48776,4
1039,Human Development Index,Economic Concept, 23 August 2022 10:24,48772,25
1040,Human Development Index,Economic Concept, 18 August 2022 14:10,48797,183
1041,Human Development Index,Economic Concept, 9 August 2022 14:08,48614,159
1042,Human Development Index,Economic Concept, 8 August 2022 00:17,48455,26
1043,Human Development Index,Economic Concept, 31 July 2022 08:56,48429,43
1044,Human Development Index,Economic Concept, 31 July 2022 05:58,48386,48
1045,Human Development Index,Economic Concept, 31 July 2022 04:46,48434,3
1046,Human Development Index,Economic Concept, 31 July 2022 04:30,48437,12
1047,Human Development Index,Economic Concept, 31 July 2022 04:28,48425,39
1048,Human Development Index,Economic Concept, 20 July 2022 20:59,48386,27
1049,Human Development Index,Economic Concept, 11 July 2022 20:55,48359,1
1050,Human Development Index,Economic Concept, 2 July 2022 15:13,48360,7
1051,Human Development Index,Economic Concept, 29 June 2022 13:37,48353,0
1052,Human Development Index,Economic Concept, 27 June 2022 22:23,48353,28
1053,Human Development Index,Economic Concept, 18 June 2022 05:34,48325,5
1054,Human Development Index,Economic Concept, 18 June 2022 05:33,48320,5
1055,Human Development Index,Economic Concept, 11 June 2022 07:52,48325,65
1056,Human Development Index,Economic Concept, 26 May 2022 00:41,48260,143
1057,Human Development Index,Economic Concept, 26 May 2022 00:32,48403,143
1058,Human Development Index,Economic Concept, 10 May 2022 21:04,48260,4
1059,Human Development Index,Economic Concept, 9 May 2022 09:17,48256,22
1060,Human Development Index,Economic Concept, 8 May 2022 10:08,48234,4
1061,Human Development Index,Economic Concept, 8 May 2022 10:07,48238,4
1062,Human Development Index,Economic Concept, 2 May 2022 16:07,48234,0
1063,Human Development Index,Economic Concept, 2 May 2022 15:55,48234,0
1064,Human Development Index,Economic Concept, 1 May 2022 05:14,48234,0
1065,Human Development Index,Economic Concept, 29 April 2022 16:37,48234,15
1066,Human Development Index,Economic Concept, 29 April 2022 16:25,48249,15
1067,Human Development Index,Economic Concept, 29 April 2022 10:06,48234,5
1068,Human Development Index,Economic Concept, 26 April 2022 18:03,48229,79
1069,Human Development Index,Economic Concept, 26 April 2022 17:59,48150,73
1070,Human Development Index,Economic Concept, 26 April 2022 17:55,48077,71
1071,Human Development Index,Economic Concept, 16 April 2022 16:27,48006,16
1072,Human Development Index,Economic Concept, 16 April 2022 16:06,47990,19
1073,Human Development Index,Economic Concept, 16 April 2022 13:34,47971,511
1074,Human Development Index,Economic Concept, 16 April 2022 13:10,48482,3
1075,Human Development Index,Economic Concept, 16 April 2022 12:04,48485,514
1076,Human Development Index,Economic Concept, 5 April 2022 21:45,47971,2
1077,Human Development Index,Economic Concept, 5 April 2022 21:30,47973,1
1078,Human Development Index,Economic Concept, 5 April 2022 21:26,47972,1
1079,Human Development Index,Economic Concept, 3 April 2022 15:40,47971,43
1080,Human Development Index,Economic Concept, 3 April 2022 12:48,47928,43
1081,Human Development Index,Economic Concept, 1 April 2022 02:45,47971,0
1082,Human Development Index,Economic Concept, 28 March 2022 20:33,47971,77
1083,Human Development Index,Economic Concept, 19 March 2022 04:07,47894,43
1084,Human Development Index,Economic Concept, 14 March 2022 03:08,47851,20
1085,Human Development Index,Economic Concept, 13 March 2022 02:46,47871,20
1086,Human Development Index,Economic Concept, 9 March 2022 07:10,47851,75
1087,Human Development Index,Economic Concept, 6 March 2022 20:42,47776,0
1088,Human Development Index,Economic Concept, 5 March 2022 22:09,47776,0
1089,Human Development Index,Economic Concept, 4 March 2022 18:28,47776,5
1090,Human Development Index,Economic Concept, 3 March 2022 23:32,47771,25
1091,Human Development Index,Economic Concept, 3 March 2022 23:30,47796,301
1092,Human Development Index,Economic Concept, 3 March 2022 04:43,47495,9
1093,Human Development Index,Economic Concept, 1 March 2022 17:38,47486,0
1094,Human Development Index,Economic Concept, 27 February 2022 22:59,47486,742
1095,Human Development Index,Economic Concept, 27 February 2022 11:21,48228,0
1096,Human Development Index,Economic Concept, 27 February 2022 11:20,48228,73
1097,Human Development Index,Economic Concept, 21 February 2022 20:58,48155,10
1098,Human Development Index,Economic Concept, 20 February 2022 16:05,48165,3
1099,Human Development Index,Economic Concept, 13 February 2022 21:21,48162,0
1100,Human Development Index,Economic Concept, 13 February 2022 21:20,48162,0
1101,Human Development Index,Economic Concept, 13 February 2022 21:19,48162,0
1102,Human Development Index,Economic Concept, 13 February 2022 21:18,48162,0
1103,Human Development Index,Economic Concept, 12 February 2022 11:15,48162,56
1104,Human Development Index,Economic Concept, 12 February 2022 10:52,48218,56
1105,Human Development Index,Economic Concept, 11 January 2022 23:43,48162,0
1106,Human Development Index,Economic Concept, 11 January 2022 23:41,48162,0
1107,Human Development Index,Economic Concept, 11 January 2022 23:34,48162,"1,347"
1108,Human Development Index,Economic Concept, 10 January 2022 09:54,46815,"1,347"
1109,Human Development Index,Economic Concept, 5 January 2022 15:47,48162,21
1110,Human Development Index,Economic Concept, 5 January 2022 15:47,48183,21
1111,Human Development Index,Economic Concept, 5 January 2022 15:44,48162,21
1112,Human Development Index,Economic Concept, 5 January 2022 15:43,48183,21
1113,Human Development Index,Economic Concept, 5 January 2022 15:41,48162,59
1114,Human Development Index,Economic Concept, 5 January 2022 15:40,48221,59
1115,Human Development Index,Economic Concept, 2 January 2022 21:12,48162,8
1116,Human Development Index,Economic Concept, 23 December 2021 12:56,48170,0
1117,Human Development Index,Economic Concept, 23 December 2021 12:02,48170,0
1118,Human Development Index,Economic Concept, 23 December 2021 12:01,48170,0
1119,Human Development Index,Economic Concept, 14 December 2021 03:39,48170,16
1120,Human Development Index,Economic Concept, 14 December 2021 03:39,48186,16
1121,Human Development Index,Economic Concept, 12 December 2021 06:30,48170,0
1122,Human Development Index,Economic Concept, 12 December 2021 03:13,48170,0
1123,Human Development Index,Economic Concept, 9 December 2021 09:59,48170,0
1124,Human Development Index,Economic Concept, 9 December 2021 09:58,48170,15
1125,Human Development Index,Economic Concept, 9 December 2021 09:34,48155,23
1126,Human Development Index,Economic Concept, 8 December 2021 01:01,48132,1
1127,Human Development Index,Economic Concept, 8 December 2021 00:57,48131,1
1128,Human Development Index,Economic Concept, 3 December 2021 15:20,48132,14
1129,Human Development Index,Economic Concept, 3 December 2021 15:19,48146,14
1130,Human Development Index,Economic Concept, 29 November 2021 19:16,48132,13
1131,Human Development Index,Economic Concept, 29 November 2021 19:15,48119,2
1132,Human Development Index,Economic Concept, 29 November 2021 19:15,48121,3
1133,Human Development Index,Economic Concept, 29 November 2021 19:14,48118,731
1134,Human Development Index,Economic Concept, 29 November 2021 19:11,48849,14
1135,Human Development Index,Economic Concept, 29 November 2021 04:04,48835,4
1136,Human Development Index,Economic Concept, 29 November 2021 04:03,48839,4
1137,Human Development Index,Economic Concept, 29 November 2021 04:03,48835,0
1138,Human Development Index,Economic Concept, 28 November 2021 22:26,48835,4
1139,Human Development Index,Economic Concept, 28 November 2021 00:09,48831,9
1140,Human Development Index,Economic Concept, 28 November 2021 00:07,48840,36
1141,Human Development Index,Economic Concept, 27 November 2021 23:51,48804,"1,311"
1142,Human Development Index,Economic Concept, 22 November 2021 04:58,47493,122
1143,Human Development Index,Economic Concept, 10 November 2021 16:45,47615,7
1144,Human Development Index,Economic Concept, 10 November 2021 16:14,47622,7
1145,Human Development Index,Economic Concept, 9 November 2021 17:04,47615,46
1146,Human Development Index,Economic Concept, 9 November 2021 16:16,47661,46
1147,Human Development Index,Economic Concept, 8 November 2021 08:43,47615,59
1148,Human Development Index,Economic Concept, 8 November 2021 08:40,47556,0
1149,Human Development Index,Economic Concept, 8 November 2021 08:39,47556,59
1150,Human Development Index,Economic Concept, 6 November 2021 19:42,47615,0
1151,Human Development Index,Economic Concept, 6 November 2021 19:41,47615,0
1152,Human Development Index,Economic Concept, 6 November 2021 19:40,47615,11
1153,Human Development Index,Economic Concept, 6 November 2021 19:39,47604,5
1154,Human Development Index,Economic Concept, 6 November 2021 08:57,47609,0
1155,Human Development Index,Economic Concept, 6 November 2021 08:52,47609,0
1156,Human Development Index,Economic Concept, 6 November 2021 08:37,47609,5
1157,Human Development Index,Economic Concept, 6 November 2021 07:31,47604,11
1158,Human Development Index,Economic Concept, 5 November 2021 22:40,47615,71
1159,Human Development Index,Economic Concept, 1 November 2021 12:36,47544,"1,310"
1160,Human Development Index,Economic Concept, 31 October 2021 04:58,48854,10
1161,Human Development Index,Economic Concept, 31 October 2021 04:41,48864,10
1162,Human Development Index,Economic Concept, 14 October 2021 21:36,48854,81
1163,Human Development Index,Economic Concept, 11 October 2021 21:14,48773,196
1164,Human Development Index,Economic Concept, 11 October 2021 21:12,48969,196
1165,Human Development Index,Economic Concept, 11 October 2021 21:10,48773,59
1166,Human Development Index,Economic Concept, 11 October 2021 21:06,48832,59
1167,Human Development Index,Economic Concept, 9 October 2021 16:23,48773,1
1168,Human Development Index,Economic Concept, 9 October 2021 16:15,48772,1
1169,Human Development Index,Economic Concept, 8 October 2021 02:04,48773,86
1170,Human Development Index,Economic Concept, 5 October 2021 07:21,48687,21
1171,Human Development Index,Economic Concept, 5 October 2021 06:47,48708,21
1172,Human Development Index,Economic Concept, 23 September 2021 23:28,48687,2
1173,Human Development Index,Economic Concept, 23 September 2021 23:16,48689,1
1174,Human Development Index,Economic Concept, 23 September 2021 23:15,48688,1
1175,Human Development Index,Economic Concept, 21 September 2021 05:52,48687,4
1176,Human Development Index,Economic Concept, 21 September 2021 05:51,48691,1
1177,Human Development Index,Economic Concept, 21 September 2021 05:51,48692,1
1178,Human Development Index,Economic Concept, 14 September 2021 14:31,48691,"22,578"
1179,Human Development Index,Economic Concept, 14 September 2021 14:31,26113,"22,578"
1180,Human Development Index,Economic Concept, 9 September 2021 15:33,48691,211
1181,Human Development Index,Economic Concept, 9 September 2021 14:42,48480,211
1182,Human Development Index,Economic Concept, 7 September 2021 19:49,48691,21
1183,Human Development Index,Economic Concept, 7 September 2021 19:48,48670,15
1184,Human Development Index,Economic Concept, 7 September 2021 19:47,48685,6
1185,Human Development Index,Economic Concept, 1 September 2021 11:51,48691,37
1186,Human Development Index,Economic Concept, 1 September 2021 11:30,48728,37
1187,Human Development Index,Economic Concept, 17 August 2021 05:59,48691,32
1188,Human Development Index,Economic Concept, 17 August 2021 04:17,48723,32
1189,Human Development Index,Economic Concept, 27 July 2021 20:29,48691,22
1190,Human Development Index,Economic Concept, 27 July 2021 19:51,48713,22
1191,Human Development Index,Economic Concept, 14 July 2021 17:57,48691,69
1192,Human Development Index,Economic Concept, 12 July 2021 12:24,48622,20
1193,Human Development Index,Economic Concept, 12 July 2021 12:21,48602,1
1194,Human Development Index,Economic Concept, 12 July 2021 12:21,48603,0
1195,Human Development Index,Economic Concept, 9 July 2021 16:27,48603,88
1196,Human Development Index,Economic Concept, 3 July 2021 21:46,48691,4
1197,Human Development Index,Economic Concept, 3 July 2021 21:41,48695,4
1198,Human Development Index,Economic Concept, 24 June 2021 10:48,48691,3
1199,Human Development Index,Economic Concept, 24 June 2021 10:42,48688,84
1200,Human Development Index,Economic Concept, 24 June 2021 10:41,48604,169
1201,Human Development Index,Economic Concept, 24 June 2021 10:00,48435,63
1202,Human Development Index,Economic Concept, 24 June 2021 09:59,48498,24
1203,Human Development Index,Economic Concept, 24 June 2021 09:56,48522,"2,868"
1204,Human Development Index,Economic Concept, 24 June 2021 09:30,45654,64
1205,Human Development Index,Economic Concept, 24 June 2021 09:24,45590,64
1206,Human Development Index,Economic Concept, 16 June 2021 16:49,45654,70
1207,Human Development Index,Economic Concept, 12 June 2021 13:41,45584,0
1208,Human Development Index,Economic Concept, 9 June 2021 18:28,45584,0
1209,Human Development Index,Economic Concept, 25 May 2021 14:45,45584,12
1210,Human Development Index,Economic Concept, 16 May 2021 09:17,45572,0
1211,Human Development Index,Economic Concept, 16 May 2021 09:15,45572,0
1212,Human Development Index,Economic Concept, 13 May 2021 15:16,45572,2
1213,Human Development Index,Economic Concept, 13 May 2021 14:09,45574,2
1214,Human Development Index,Economic Concept, 8 May 2021 22:31,45572,7
1215,Human Development Index,Economic Concept, 8 May 2021 17:30,45565,103
1216,Human Development Index,Economic Concept, 8 May 2021 16:57,45668,1
1217,Human Development Index,Economic Concept, 8 May 2021 16:56,45667,102
1218,Human Development Index,Economic Concept, 4 May 2021 04:26,45565,22
1219,Human Development Index,Economic Concept, 2 May 2021 20:29,45587,2
1220,Human Development Index,Economic Concept, 2 May 2021 20:27,45589,0
1221,Human Development Index,Economic Concept, 29 April 2021 18:00,45589,5
1222,Human Development Index,Economic Concept, 29 April 2021 17:59,45594,5
1223,Human Development Index,Economic Concept, 20 April 2021 21:47,45589,0
1224,Human Development Index,Economic Concept, 20 April 2021 21:37,45589,68
1225,Human Development Index,Economic Concept, 17 April 2021 06:10,45521,88
1226,Human Development Index,Economic Concept, 17 April 2021 06:09,45433,32
1227,Human Development Index,Economic Concept, 17 April 2021 06:09,45465,32
1228,Human Development Index,Economic Concept, 14 April 2021 20:01,45433,13
1229,Human Development Index,Economic Concept, 14 April 2021 18:53,45446,13
1230,Human Development Index,Economic Concept, 13 April 2021 18:35,45433,10
1231,Human Development Index,Economic Concept, 13 April 2021 18:32,45443,28
1232,Human Development Index,Economic Concept, 7 April 2021 07:25,45415,"1,769"
1233,Human Development Index,Economic Concept, 7 April 2021 07:24,43646,"1,769"
1234,Human Development Index,Economic Concept, 27 March 2021 16:39,45415,5
1235,Human Development Index,Economic Concept, 27 March 2021 16:39,45420,5
1236,Human Development Index,Economic Concept, 17 March 2021 22:58,45415,1
1237,Human Development Index,Economic Concept, 14 March 2021 01:53,45414,1
1238,Human Development Index,Economic Concept, 7 March 2021 10:35,45415,97
1239,Human Development Index,Economic Concept, 7 March 2021 04:02,45512,97
1240,Human Development Index,Economic Concept, 4 March 2021 04:17,45415,2
1241,Human Development Index,Economic Concept, 1 March 2021 13:05,45413,13
1242,Human Development Index,Economic Concept, 1 March 2021 13:05,45426,13
1243,Human Development Index,Economic Concept, 28 February 2021 18:45,45413,266
1244,Human Development Index,Economic Concept, 28 February 2021 17:45,45679,124
1245,Human Development Index,Economic Concept, 28 February 2021 17:37,45555,142
1246,Human Development Index,Economic Concept, 25 February 2021 19:41,45413,78
1247,Human Development Index,Economic Concept, 25 February 2021 01:50,45335,73
1248,Human Development Index,Economic Concept, 19 February 2021 04:22,45262,7
1249,Human Development Index,Economic Concept, 17 February 2021 20:54,45255,0
1250,Human Development Index,Economic Concept, 17 February 2021 15:51,45255,0
1251,Human Development Index,Economic Concept, 4 February 2021 08:07,45255,25
1252,Human Development Index,Economic Concept, 4 February 2021 06:59,45280,25
1253,Human Development Index,Economic Concept, 30 January 2021 18:00,45255,86
1254,Human Development Index,Economic Concept, 29 January 2021 22:20,45169,1
1255,Human Development Index,Economic Concept, 27 January 2021 12:14,45168,12
1256,Human Development Index,Economic Concept, 27 January 2021 12:04,45156,12
1257,Human Development Index,Economic Concept, 22 January 2021 23:18,45168,2
1258,Human Development Index,Economic Concept, 22 January 2021 23:16,45170,2
1259,Human Development Index,Economic Concept, 22 January 2021 23:05,45172,4
1260,Human Development Index,Economic Concept, 19 January 2021 19:00,45168,45
1261,Human Development Index,Economic Concept, 19 January 2021 17:40,45123,45
1262,Human Development Index,Economic Concept, 19 January 2021 15:01,45168,84
1263,Human Development Index,Economic Concept, 18 January 2021 21:48,45084,1
1264,Human Development Index,Economic Concept, 18 January 2021 21:15,45083,0
1265,Human Development Index,Economic Concept, 18 January 2021 21:14,45083,1
1266,Human Development Index,Economic Concept, 18 January 2021 18:25,45084,143
1267,Human Development Index,Economic Concept, 18 January 2021 13:06,45227,143
1268,Human Development Index,Economic Concept, 16 January 2021 06:54,45084,166
1269,Human Development Index,Economic Concept, 14 January 2021 15:08,44918,0
1270,Human Development Index,Economic Concept, 14 January 2021 14:03,44918,0
1271,Human Development Index,Economic Concept, 14 January 2021 07:51,44918,81
1272,Human Development Index,Economic Concept, 9 January 2021 13:05,44837,16
1273,Human Development Index,Economic Concept, 9 January 2021 06:50,44853,16
1274,Human Development Index,Economic Concept, 6 January 2021 17:22,44837,861
1275,Human Development Index,Economic Concept, 6 January 2021 17:22,43976,861
1276,Human Development Index,Economic Concept, 5 January 2021 07:21,44837,0
1277,Human Development Index,Economic Concept, 5 January 2021 07:08,44837,0
1278,Human Development Index,Economic Concept, 5 January 2021 02:40,44837,3
1279,Human Development Index,Economic Concept, 3 January 2021 01:41,44834,145
1280,Human Development Index,Economic Concept, 2 January 2021 19:36,44979,145
1281,Human Development Index,Economic Concept, 31 December 2020 07:48,44834,33
1282,Human Development Index,Economic Concept, 29 December 2020 07:08,44801,52
1283,Human Development Index,Economic Concept, 29 December 2020 06:55,44853,52
1284,Human Development Index,Economic Concept, 25 December 2020 13:28,44801,984
1285,Human Development Index,Economic Concept, 24 December 2020 13:20,45785,11
1286,Human Development Index,Economic Concept, 24 December 2020 03:33,45796,"1,147"
