,name,link,scrape_time,prices,price,relative_price
394,Tesco Medium Beef Roasting Joint With Basting Fat,https://www.tesco.com/groceries/en-GB/products/258139435,1687613802.5744581,"['£10.40', '£13.00/kg']",10.4,£13.00/kg
395,Anchor Original Spreadable 500G,https://www.tesco.com/groceries/en-GB/products/254362533,1687613802.65258,"['£4.50', '£9.00/kg']",4.5,£9.00/kg
396,Tesco Finest Lasagne 400G,https://www.tesco.com/groceries/en-GB/products/300726005,1687613802.728847,"['£4.25', '£10.62/kg']",4.25,£10.62/kg
397,Tesco Macaroni Cheese 400G,https://www.tesco.com/groceries/en-GB/products/310167622,1687613802.829489,"['£3.00', '£7.50/kg']",3.0,£7.50/kg
398,Pilgrims Choice Extra Mature Cheddar 350G,https://www.tesco.com/groceries/en-GB/products/268903247,1687613802.925463,"['£4.20', '£12.00/kg']",4.2,£12.00/kg
400,Cravendale Filtered Skimmed Milk 2 Litre,https://www.tesco.com/groceries/en-GB/products/255801128,1687613803.094663,"['£2.60', '£1.30/litre']",2.6,£1.30/litre
401,Oatly Oat Drink Semi 1 Litre,https://www.tesco.com/groceries/en-GB/products/300661962,1687613803.193732,"['£2.10', '£2.10/litre']",2.1,£2.10/litre
402,Tesco Finest Custard 500G,https://www.tesco.com/groceries/en-GB/products/253154977,1687613803.266141,"['£2.40', '£0.48/100g']",2.4,£0.48/100g
403,Tesco British Pork Wafer Thin Cooked Ham 125G,https://www.tesco.com/groceries/en-GB/products/276492604,1687613803.3363252,"['£2.25', '£1.80/100g']",2.25,£1.80/100g
404,Tesco 20 Mini Sausage Rolls 220G,https://www.tesco.com/groceries/en-GB/products/288442560,1687613803.4380941,"['£2.20', '£1.00/100g']",2.2,£1.00/100g
405,Tesco Filtered Skimmed Milk 2 Litre,https://www.tesco.com/groceries/en-GB/products/253743128,1687613803.533144,"['£1.90', '£0.95/litre']",1.9,£0.95/litre
406,Tesco Finest Mixed Baby Tomatoes 250G,https://www.tesco.com/groceries/en-GB/products/287593399,1687613803.604815,"['£1.80', '£7.20/kg']",1.8,£7.20/kg
407,Elmlea Single Alternative To Cream 270Ml,https://www.tesco.com/groceries/en-GB/products/308822161,1687613803.6765718,"['£1.25', '£0.46/100ml']",1.25,£0.46/100ml
408,Tesco Quiche Lorraine 400G,https://www.tesco.com/groceries/en-GB/products/288017298,1687613803.751505,"['£2.50', '£0.62/100g']",2.5,£0.62/100g
409,Willow Farm Chicken Wings 900G - 1.2Kg,https://www.tesco.com/groceries/en-GB/products/304780117,1687613803.8276532,"['£2.30', '£2.19/kg']",2.3,£2.19/kg
410,Tesco Organic Whole Milk 2.272L/4 Pints,https://www.tesco.com/groceries/en-GB/products/251500030,1687613803.907912,"['£2.15', '£0.95/litre']",2.15,£0.95/litre
411,Florette Mini Mixed 125G,https://www.tesco.com/groceries/en-GB/products/268450281,1687613803.983816,"['£1.25', '£1.00/100g']",1.25,£1.00/100g
412,Ocean Spray Cranbery Classic Juice Drink 1Ltr,https://www.tesco.com/groceries/en-GB/products/254859384,1687613804.056258,"['£1.75', '£0.18/100ml']",1.75,£0.18/100ml
413,Fresh & Naked Sweet Summer Salad Mix 90G,https://www.tesco.com/groceries/en-GB/products/305950572,1687613804.1324859,"['£1.20', '£13.33/kg']",1.2,£13.33/kg
414,Tesco Watercress 80G,https://www.tesco.com/groceries/en-GB/products/313519755,1687613804.205216,"['£1.35', '£1.69/100g']",1.35,£1.69/100g
415,Tesco Sliced Mushrooms 250G,https://www.tesco.com/groceries/en-GB/products/287571051,1687613804.275388,"['£1.25', '£5.00/kg']",1.25,£5.00/kg
416,Growers Harvest Pure Apple Juice 2 Litre,https://www.tesco.com/groceries/en-GB/products/300474095,1687613804.3523378,"['£1.79', '£0.09/100ml']",1.79,£0.09/100ml
417,Ginsters Large Cornish Pasty 227G,https://www.tesco.com/groceries/en-GB/products/259448131,1687613804.426636,"['£1.95', '£0.86/100g']",1.95,£0.86/100g
418,Fresh & Naked Peppery Mix 90G,https://www.tesco.com/groceries/en-GB/products/314310032,1687613804.5237298,"['£1.20', '£13.33/kg']",1.2,£13.33/kg
419,Tesco Baby Spinach 220G,https://www.tesco.com/groceries/en-GB/products/304401971,1687613804.604643,"['£1.35', '£0.61/100g']",1.35,£0.61/100g
420,Tesco Orange Juice Smooth Not From Concentrate 1.75L,https://www.tesco.com/groceries/en-GB/products/255595843,1687613804.676188,"['£2.40', '£0.14/100ml']",2.4,£0.14/100ml
421,Tesco Chicken Thighs 2Kg,https://www.tesco.com/groceries/en-GB/products/306820039,1687613804.7477288,"['£4.50', '£2.25/kg']",4.5,£2.25/kg
422,Tesco 12 Mini Savoury Eggs 216G,https://www.tesco.com/groceries/en-GB/products/268904010,1687613804.838997,"['£1.40', '£0.65/100g']",1.4,£0.65/100g
423,Tesco 6 Prosciutto Crudo Slices 84G,https://www.tesco.com/groceries/en-GB/products/266517333,1687613804.944414,"['£1.39', '£1.66/100g']",1.39,£1.66/100g
424,Tesco Large Broccoli Pack 500G,https://www.tesco.com/groceries/en-GB/products/272852905,1687613805.017995,"['£0.96', '£1.92/kg']",0.96,£1.92/kg
425,Tesco Egg Custard Tarts 4 Pack,https://www.tesco.com/groceries/en-GB/products/257471134,1687613805.092958,"['£1.25', '£0.31/each']",1.25,£0.31/each
426,Eastmans 8 Sausage Rolls 480G,https://www.tesco.com/groceries/en-GB/products/299914884,1687613805.164577,"['£0.95', '£0.20/100g']",0.95,£0.20/100g
427,Tesco Large Beef Roasting Joint With Basting Fat,https://www.tesco.com/groceries/en-GB/products/275492600,1687613805.24369,"['£22.20', '£12.00/kg']",22.2,£12.00/kg
428,Tesco Finest British Cumberland Pork Sausages 667G,https://www.tesco.com/groceries/en-GB/products/280010957,1687613805.325331,"['£5.00', '£7.50/kg']",5.0,£7.50/kg
430,Port Salut 185G,https://www.tesco.com/groceries/en-GB/products/260794122,1687613805.520919,"['£2.95', '£15.95/kg']",2.95,£15.95/kg
431,Innocent Orange Juice Smooth 1.35L,https://www.tesco.com/groceries/en-GB/products/271400233,1687613805.605948,"['£4.10', '£0.30/100ml']",4.1,£0.30/100ml
432,Tesco Fromage Frais Strawberry Raspberry Pouches 4 X 80G,https://www.tesco.com/groceries/en-GB/products/299970418,1687613812.174773,"['£1.40', '£0.44/100g']",1.4,£0.44/100g
433,Tesco Finest Mescolare Vine Tomatoes 400G,https://www.tesco.com/groceries/en-GB/products/313966115,1687613812.261887,"['£3.00', '£7.50/kg']",3.0,£7.50/kg
434,Tesco Finest Finely Sliced Hickory Smoked Ham 100G,https://www.tesco.com/groceries/en-GB/products/313605198,1687613812.3640058,"['£3.25', '£3.25/100g']",3.25,£3.25/100g
435,Tesco Cranberry Juice Drink 1L,https://www.tesco.com/groceries/en-GB/products/256095926,1687613812.459059,"['£1.15', '£0.12/100ml']",1.15,£0.12/100ml
436,Eastmans 4 Cured Pork Pies 260G,https://www.tesco.com/groceries/en-GB/products/299912206,1687613812.5586612,"['£1.19', '£0.46/100g']",1.19,£0.46/100g
438,Tesco 24 Beef Meatballs 672G,https://www.tesco.com/groceries/en-GB/products/282011659,1687613812.7016351,"['£4.75', '£7.07/kg']",4.75,£7.07/kg
439,Tesco Summer Vegetables 480G,https://www.tesco.com/groceries/en-GB/products/292450728,1687613812.794794,"['£1.50', '£3.12/kg']",1.5,£3.12/kg
440,Tesco Spinach 500G,https://www.tesco.com/groceries/en-GB/products/275549004,1687613812.889754,"['£1.77', '£3.54/kg']",1.77,£3.54/kg
441,Tesco Asparagus & Tenderstem Broccoli 190G,https://www.tesco.com/groceries/en-GB/products/279647204,1687613812.9627001,"['£2.25', '£11.84/kg']",2.25,£11.84/kg
442,Alpro Oat No Sugars Long Life Drink 1L,https://www.tesco.com/groceries/en-GB/products/304792587,1687613813.064834,"['£2.10', '£2.10/litre']",2.1,£2.10/litre
443,Tesco Tex Mex Multipack Dips 428G,https://www.tesco.com/groceries/en-GB/products/259794296,1687613813.148279,"['£3.00', '£0.70/100g']",3.0,£0.70/100g
444,Ilchester Applewood Smoked Cheddar 185G,https://www.tesco.com/groceries/en-GB/products/264014086,1687613813.223419,"['£2.65', '£14.32/kg']",2.65,£14.32/kg
445,Activia Yogurt No Added Sugar Cherry 4X115g,https://www.tesco.com/groceries/en-GB/products/308114020,1687613813.29775,"['£2.50', '£0.54/100g']",2.5,£0.54/100g
446,Tesco Finest* Unsmoked Dry Cure Streaky,https://www.tesco.com/groceries/en-GB/products/261969306,1687613813.3695302,"['£3.50', '£14.58/kg']",3.5,£14.58/kg
447,Castello Blue Cheese 150G,https://www.tesco.com/groceries/en-GB/products/262979759,1687613813.4414458,"['£2.80', '£18.67/kg']",2.8,£18.67/kg
448,Saint Agur Blue Cheese 150G,https://www.tesco.com/groceries/en-GB/products/252890607,1687613813.514545,"['£3.20', '£21.33/kg']",3.2,£21.33/kg
449,Cathedral City Lighter Cheddar 350G,https://www.tesco.com/groceries/en-GB/products/267308648,1687613813.592962,"['£3.25', '£9.29/kg']",3.25,£9.29/kg
450,Alpro Almond No Sugars Long Life Drink 1 Litre,https://www.tesco.com/groceries/en-GB/products/276761995,1687613813.6678588,"['£2.10', '£2.10/litre']",2.1,£2.10/litre
451,Rodda's Clotted Cream 227G,https://www.tesco.com/groceries/en-GB/products/252645749,1687613813.740532,"['£2.75', '£1.21/100g']",2.75,£1.21/100g
452,Tesco Finest Gorgonzola Piccante 175G,https://www.tesco.com/groceries/en-GB/products/285354260,1687613813.813735,"['£2.50', '£14.29/kg']",2.5,£14.29/kg
453,Tesco Finest 6 Pork & Bramley Apple Sausages 400G,https://www.tesco.com/groceries/en-GB/products/280002909,1687613813.884474,"['£3.25', '£8.12/kg']",3.25,£8.12/kg
454,Tesco Finest Wiltshire Crumbed Ham 125G,https://www.tesco.com/groceries/en-GB/products/296070820,1687613813.9825768,"['£3.25', '£2.60/100g']",3.25,£2.60/100g
455,Tesco Finest Honey Roast Ham 125G,https://www.tesco.com/groceries/en-GB/products/296070912,1687613814.085008,"['£3.25', '£2.60/100g']",3.25,£2.60/100g
456,Tesco Finest Greek Yogurt 500G,https://www.tesco.com/groceries/en-GB/products/256381115,1687613814.185042,"['£2.30', '£0.46/100g']",2.3,£0.46/100g
457,Tesco Gammon Joint With Honey Glaze 620G,https://www.tesco.com/groceries/en-GB/products/289242000,1687613814.259548,"['£6.00', '£9.68/kg']",6.0,£9.68/kg
458,Tesco Beef Lasagne 400G,https://www.tesco.com/groceries/en-GB/products/310130809,1687613814.362248,"['£3.00', '£7.50/kg']",3.0,£7.50/kg
459,Tesco Thin Cut Pork Loin Steaks 600G,https://www.tesco.com/groceries/en-GB/products/293250007,1687613814.4601228,"['£4.00', '£6.67/kg']",4.0,£6.67/kg
460,Flora Vegan Lighter Spread 450G,https://www.tesco.com/groceries/en-GB/products/312563000,1687613814.532541,"['£2.15', '£4.78/kg']",2.15,£4.78/kg
461,Tesco Fresh Whipping Cream 300Ml,https://www.tesco.com/groceries/en-GB/products/262478920,1687613814.6348999,"['£1.35', '£0.45/100ml']",1.35,£0.45/100ml
462,Bertolli Original Spread 450G,https://www.tesco.com/groceries/en-GB/products/312367872,1687613814.704929,"['£2.85', '£6.33/kg']",2.85,£6.33/kg
463,Tesco Thin & Crispy Pepperoni Pizza 272G,https://www.tesco.com/groceries/en-GB/products/308491234,1687613814.7999082,"['£1.95', '£0.72/100g']",1.95,£0.72/100g
464,Willow Farm Whole Chicken 1.2Kg - 1.6Kg,https://www.tesco.com/groceries/en-GB/products/304404069,1687613814.870657,"['£3.66', '£3.05/kg']",3.66,£3.05/kg
465,Tesco Coriander 100G,https://www.tesco.com/groceries/en-GB/products/252474219,1687613814.945339,"['£1.25', '£0.12/10g']",1.25,£0.12/10g
466,Hearty Food Co. Spinach & Ricotta Tortelloni 250G,https://www.tesco.com/groceries/en-GB/products/299915157,1687613815.017938,"['£1.21', '£4.84/kg']",1.21,£4.84/kg
467,Tesco Gouda Slices 250G,https://www.tesco.com/groceries/en-GB/products/299912575,1687613815.1002188,"['£2.75', '£11.00/kg']",2.75,£11.00/kg
468,Arla Protein Blueberry 200G,https://www.tesco.com/groceries/en-GB/products/286702481,1687613815.223628,"['£1.25', '£0.62/100g']",1.25,£0.62/100g
469,Peperami Pizza Bun Original Big Bite 75G,https://www.tesco.com/groceries/en-GB/products/313845869,1687613815.345242,"['£1.50', '£2.00/100g']",1.5,£2.00/100g
470,The Bury Black Pudding 4 Slices 230G,https://www.tesco.com/groceries/en-GB/products/261151906,1687613815.428874,"['£1.20', '£5.22/kg']",1.2,£5.22/kg
471,Wall's Jumbo Sausages Roll 130G,https://www.tesco.com/groceries/en-GB/products/305039511,1687613815.5072,"['£1.05', '£0.81/100g']",1.05,£0.81/100g
472,Fridge Raiders Smoky Bbq Chicken Bites 3X22.5G,https://www.tesco.com/groceries/en-GB/products/313735458,1687613815.58347,"['£1.60', '£2.37/100g']",1.6,£2.37/100g
473,Tesco Passion Fruit 3 Pack,https://www.tesco.com/groceries/en-GB/products/265460855,1687613815.6920059,"['£1.30', '£0.43/each']",1.3,£0.43/each
474,Tesco Perfectly Ripe Kiwi,https://www.tesco.com/groceries/en-GB/products/252496118,1687613815.801041,"['£1.60', '£1.60/each']",1.6,£1.60/each
475,Tesco Cauliflower & Broccoli Florets 400G (M),https://www.tesco.com/groceries/en-GB/products/276775218,1687613815.880864,"['£1.19', '£2.98/kg']",1.19,£2.98/kg
476,Creamfields Low Fat Natural Yogurt 500G,https://www.tesco.com/groceries/en-GB/products/299970292,1687613815.965207,"['£0.35', '£0.07/100g']",0.35,£0.07/100g
477,Woodside Farms Unsmoked Gammon Joint,https://www.tesco.com/groceries/en-GB/products/301832309,1687613816.092333,"['£4.09', '£4.09/kg']",4.09,£4.09/kg
478,Tesco Nectarines Minimum 4 Pack,https://www.tesco.com/groceries/en-GB/products/296057693,1687613816.20642,"['£1.75', '£0.44/each']",1.75,£0.44/each
479,Alpro Junior Growing Up Soya Drink 1Ltr,https://www.tesco.com/groceries/en-GB/products/267438511,1687613816.325142,"['£2.10', '£2.10/litre']",2.1,£2.10/litre
480,Tesco Longlife Unsweetened Soya Milk Alternative 1L,https://www.tesco.com/groceries/en-GB/products/295790361,1687613823.2409332,"['£1.25', '£1.25/litre']",1.25,£1.25/litre
481,Yamas! Authentic Cypriot Halloumi Pdo 200G,https://www.tesco.com/groceries/en-GB/products/314313697,1687613823.319207,"['£2.75', '£13.75/kg']",2.75,£13.75/kg
482,Large Pink Lady Apples Class 1 Loose,https://www.tesco.com/groceries/en-GB/products/251627289,1687613823.400125,"['£0.65', '£3.85/kg']",0.65,£3.85/kg
483,Tesco Large Melton Mowbray Pork Pie 440G,https://www.tesco.com/groceries/en-GB/products/257775754,1687613823.644403,"['£3.50', '£0.80/100g']",3.5,£0.80/100g
484,Tesco Finest 6 Free Range Chestnut Maran Eggs,https://www.tesco.com/groceries/en-GB/products/275399728,1687613823.736107,"['£2.60', '£0.43/each']",2.6,£0.43/each
485,Tesco Finest Italian Burrata 250G,https://www.tesco.com/groceries/en-GB/products/312827121,1687613823.819937,"['£2.75', '£11.00/kg']",2.75,£11.00/kg
486,Quorn Vegan Smoky Ham Free Slice 100G,https://www.tesco.com/groceries/en-GB/products/300544940,1687613823.892595,"['£2.60', '£0.03/kg']",2.6,£0.03/kg
487,Dairylea Cheese Slices 18Pack 369G,https://www.tesco.com/groceries/en-GB/products/313521550,1687613823.9868212,"['£2.50', '£6.78/kg']",2.5,£6.78/kg
488,Jus-Rol Shortcrust Pastry Ready Rolled Sheet 320G,https://www.tesco.com/groceries/en-GB/products/268973059,1687613824.059828,"['£1.75', '£5.47/kg']",1.75,£5.47/kg
489,Tesco Finest 2 Salmon Spinach & Lemon Fishcakes 290G,https://www.tesco.com/groceries/en-GB/products/291817879,1687613824.134877,"['£3.00', '£10.34/kg']",3.0,£10.34/kg
490,T.5 British Pork Oak Smoked Ham 125G,https://www.tesco.com/groceries/en-GB/products/276478386,1687613824.246925,"['£2.25', '£1.80/100g']",2.25,£1.80/100g
491,Cathedral City Mini Mature Nets 120G,https://www.tesco.com/groceries/en-GB/products/288456745,1687613824.343616,"['£2.00', '£16.67/kg']",2.0,£16.67/kg
492,Tesco Smoked Pancetta 2 X 65G,https://www.tesco.com/groceries/en-GB/products/268334344,1687613824.423202,"['£1.90', '£1.46/100g']",1.9,£1.46/100g
493,Petits Filous Apricot & Strawberry Fromage Frais 4X85g,https://www.tesco.com/groceries/en-GB/products/285021026,1687613824.502147,"['£1.85', '£0.54/100g']",1.85,£0.54/100g
494,Rustlers All Day Breakfast Sausage Muffin 155G,https://www.tesco.com/groceries/en-GB/products/300903602,1687613824.576153,"['£1.85', '£11.94/kg']",1.85,£11.94/kg
495,Tesco Chicken Chow Mein 400G,https://www.tesco.com/groceries/en-GB/products/288442341,1687613824.6469061,"['£3.00', '£7.50/kg']",3.0,£7.50/kg
496,Petits Filous Strawberry & Raspberry Fromage Frais 6 X 47G,https://www.tesco.com/groceries/en-GB/products/285019796,1687613824.742517,"['£1.85', '£0.66/100g']",1.85,£0.66/100g
497,Purely Organic 6 Free Range Mixed Weight Eggs,https://www.tesco.com/groceries/en-GB/products/314105045,1687613824.816009,"['£2.70', '£0.45/each']",2.7,£0.45/each
498,Eastman's Sliced Cooked Chicken Tikka 240G,https://www.tesco.com/groceries/en-GB/products/299955443,1687613824.891669,"['£1.99', '£0.83/100g']",1.99,£0.83/100g
499,Alpro Almond No Sugars Chilled Drink 1 Litre,https://www.tesco.com/groceries/en-GB/products/275067782,1687613824.971512,"['£2.10', '£2.10/litre']",2.1,£2.10/litre
500,I Can't Believe It's Not Butter Light Spread 450G,https://www.tesco.com/groceries/en-GB/products/310670792,1687613825.0694132,"['£1.50', '£3.33/kg']",1.5,£3.33/kg
501,Creamfields Mild White Cheddar 400G,https://www.tesco.com/groceries/en-GB/products/302676567,1687613825.138484,"['£2.85', '£7.12/kg']",2.85,£7.12/kg
502,Fresh & Naked Just Lambs Lettuce 60G,https://www.tesco.com/groceries/en-GB/products/267315167,1687613825.2145762,"['£1.20', '£20.00/kg']",1.2,£20.00/kg
503,Onken Mango & Passion Fruit Yogurt 450G,https://www.tesco.com/groceries/en-GB/products/268780385,1687613825.30821,"['£1.95', '£0.43/100g']",1.95,£0.43/100g
504,Tesco Flat Leaf Parsley 100G,https://www.tesco.com/groceries/en-GB/products/257482311,1687613825.401859,"['£1.25', '£0.12/10g']",1.25,£0.12/10g
505,Tesco Shallots Onions 400G,https://www.tesco.com/groceries/en-GB/products/290711055,1687613825.475483,"['£1.30', '£3.25/kg']",1.3,£3.25/kg
506,Tesco Finest Aberdeen Angus Steak Mince 500G,https://www.tesco.com/groceries/en-GB/products/261958659,1687613825.555171,"['£4.90', '£9.80/kg']",4.9,£9.80/kg
507,Big & Fresh Mixed Sized Eggs 6 Pack,https://www.tesco.com/groceries/en-GB/products/253270171,1687613825.655294,"['£1.45', '£0.24/each']",1.45,£0.24/each
508,Tesco Greek Style Yogurt 4 X 100G,https://www.tesco.com/groceries/en-GB/products/283587528,1687613825.731675,"['£1.15', '£0.29/100g']",1.15,£0.29/100g
509,Tesco 16 Spicy Chorizo Slices 80G,https://www.tesco.com/groceries/en-GB/products/285401032,1687613825.8029199,"['£0.92', '£1.15/100g']",0.92,£1.15/100g
510,Tesco Finest 2 Cornfed Free Range Chicken Fillets 270G-470G,https://www.tesco.com/groceries/en-GB/products/292606718,1687613825.873355,"['£4.95', '£16.50/kg']",4.95,£16.50/kg
511,Tesco Mashed Potato 800G,https://www.tesco.com/groceries/en-GB/products/277418278,1687613825.947295,"['£1.60', '£2.00/kg']",1.6,£2.00/kg
512,Creamfields Mild Cheddar 10 Slices 200G,https://www.tesco.com/groceries/en-GB/products/300066653,1687613826.0486588,"['£1.39', '£6.95/kg']",1.39,£6.95/kg
513,T.Cantaloupe Melon Each Class 1,https://www.tesco.com/groceries/en-GB/products/256582085,1687613826.122966,"['£2.00', '£2.00/each']",2.0,£2.00/each
515,Tesco Semi Skimmed Longlife Milk 6X1l,https://www.tesco.com/groceries/en-GB/products/255026297,1687613826.266243,"['£5.80', '£0.97/litre']",5.8,£0.97/litre
516,Tesco Finest Pea & Wiltshire Cured Ham Soup 600G,https://www.tesco.com/groceries/en-GB/products/253751308,1687613826.337193,"['£3.00', '£0.50/100g']",3.0,£0.50/100g
517,Tesco 12 Pork Sausages 681G,https://www.tesco.com/groceries/en-GB/products/265236085,1687613826.409868,"['£3.40', '£4.99/kg']",3.4,£4.99/kg
518,Tesco Finest Roasted Garlic Chicken Kiev With Salted Butter 385G,https://www.tesco.com/groceries/en-GB/products/309198897,1687613826.479254,"['£4.80', '£12.47/kg']",4.8,£12.47/kg
519,Tesco 12 Beef Meatballs 336G,https://www.tesco.com/groceries/en-GB/products/281974465,1687613826.5848188,"['£3.20', '£9.52/kg']",3.2,£9.52/kg
520,Tesco Pork Loin Steaks 960G,https://www.tesco.com/groceries/en-GB/products/304402267,1687613826.6679108,"['£7.00', '£7.29/kg']",7.0,£7.29/kg
521,Tesco Chicken & Bacon Pasta Bake 400G,https://www.tesco.com/groceries/en-GB/products/310675965,1687613826.739629,"['£3.00', '£7.50/kg']",3.0,£7.50/kg
522,Tesco Finest 6 Free Range Bluebell Aurancana Eggs,https://www.tesco.com/groceries/en-GB/products/277393000,1687613826.8372061,"['£2.60', '£0.43/each']",2.6,£0.43/each
523,Tesco Wensleydale & Apricot Cheese 200G,https://www.tesco.com/groceries/en-GB/products/299769928,1687613826.9089851,"['£2.45', '£12.25/kg']",2.45,£12.25/kg
524,Tesco Finest Sliced Cavolo Nero 200G,https://www.tesco.com/groceries/en-GB/products/307134699,1687613826.9856,"['£1.50', '£7.50/kg']",1.5,£7.50/kg
525,Beef Tomatoes Each,https://www.tesco.com/groceries/en-GB/products/254999782,1687613827.066002,"['£0.89', '£0.89/each']",0.89,£0.89/each
526,Oykos Greek Style Blueberry Yogurt 4X115g,https://www.tesco.com/groceries/en-GB/products/293848551,1687613827.136598,"['£2.00', '£0.44/100g']",2.0,£0.44/100g
527,Tesco Finest Sirloin Steak 227G,https://www.tesco.com/groceries/en-GB/products/308495443,1687613827.214274,"['£5.50', '£24.23/kg']",5.5,£24.23/kg
528,Love Beets No Vinegar Pouch Beetroot 280G,https://www.tesco.com/groceries/en-GB/products/303542690,1687613833.224139,"['£1.45', '£5.18/kg']",1.45,£5.18/kg
529,Tesco 50% Less Fat Soft Cheese 200G,https://www.tesco.com/groceries/en-GB/products/303618048,1687613833.3042738,"['£1.30', '£6.50/kg']",1.3,£6.50/kg
530,Finest Echalion Shallots 400G,https://www.tesco.com/groceries/en-GB/products/259098826,1687613833.38554,"['£1.35', '£3.38/kg']",1.35,£3.38/kg
532,Nestle Aero Chocolate Mousse 4 Pack 236G,https://www.tesco.com/groceries/en-GB/products/252857372,1687613833.565613,"['£1.85', '£0.78/100g']",1.85,£0.78/100g
533,Tesco Paneer Cheese 200G,https://www.tesco.com/groceries/en-GB/products/299685318,1687613833.6600032,"['£1.50', '£7.50/kg']",1.5,£7.50/kg
534,Tesco Beetroot Salad 160G,https://www.tesco.com/groceries/en-GB/products/267917077,1687613833.7391481,"['£1.35', '£0.84/100g']",1.35,£0.84/100g
535,Tesco Reduced Fat Sour Cream & Chive Dip 200G,https://www.tesco.com/groceries/en-GB/products/266078609,1687613833.826835,"['£1.20', '£0.60/100g']",1.2,£0.60/100g
536,Tesco Sweet Chilli Houmous 182G,https://www.tesco.com/groceries/en-GB/products/280710699,1687613833.9209511,"['£1.20', '£0.66/100g']",1.2,£0.66/100g
537,Tesco 10 Mild Cheese Slices 200G,https://www.tesco.com/groceries/en-GB/products/254266371,1687613834.013029,"['£1.30', '£6.50/kg']",1.3,£6.50/kg
538,Tesco 2 Beef Medallion Steaks 340G,https://www.tesco.com/groceries/en-GB/products/308079625,1687613834.0866728,"['£4.50', '£13.24/kg']",4.5,£13.24/kg
539,Tesco 100% Squeezed & Pressed Orange & Mango Juice Not From Concentrate 1L,https://www.tesco.com/groceries/en-GB/products/264959141,1687613834.1618838,"['£1.70', '£0.17/100ml']",1.7,£0.17/100ml
540,Stockwell & Co. Soft Spread 500G,https://www.tesco.com/groceries/en-GB/products/300346593,1687613834.234289,"['£0.99', '£1.98/kg']",0.99,£1.98/kg
541,Tesco Ginger 100g,https://www.tesco.com/groceries/en-GB/products/314931777,1687613834.309435,"['£1.20', '£12.00/kg']",1.2,£12.00/kg
542,Tesco 2 Hunters Chicken Breasts 430G,https://www.tesco.com/groceries/en-GB/products/268236846,1687613834.393426,"['£4.40', '£10.23/kg']",4.4,£10.23/kg
544,Tesco Garlic Baguette 205G,https://www.tesco.com/groceries/en-GB/products/307339562,1687613834.559836,"['£1.00', '£0.49/100g']",1.0,£0.49/100g
545,T.100% Pure Pressed Pineapple Juicenfc 1 Litre,https://www.tesco.com/groceries/en-GB/products/276956212,1687613834.631257,"['£1.70', '£0.17/100ml']",1.7,£0.17/100ml
546,Growers Harvest Orange Juice With Bits 1L,https://www.tesco.com/groceries/en-GB/products/300474112,1687613834.701164,"['£0.95', '£0.10/100ml']",0.95,£0.10/100ml
547,Tesco Thin Cut Beef Steaks 395G,https://www.tesco.com/groceries/en-GB/products/308108650,1687613834.771007,"['£3.94', '£9.98/kg']",3.94,£9.98/kg
548,Flora Buttery Spread 1Kg,https://www.tesco.com/groceries/en-GB/products/303260389,1687613834.844096,"['£4.60', '£4.60/kg']",4.6,£4.60/kg
549,Tesco Finest Cottage Pie 400G,https://www.tesco.com/groceries/en-GB/products/279899165,1687613834.9155269,"['£4.25', '£10.62/kg']",4.25,£10.62/kg
550,Tesco Finest Feta Red Pepper & Olive Pizza 405G,https://www.tesco.com/groceries/en-GB/products/313616254,1687613835.014231,"['£4.75', '£1.17/100g']",4.75,£1.17/100g
551,Tesco Finest Unsmoked Wiltshire Cured Bacon 240G,https://www.tesco.com/groceries/en-GB/products/259703288,1687613835.10893,"['£3.50', '£14.58/kg']",3.5,£14.58/kg
552,Tesco Finest Smoked Wiltshire Cured Bacon 240G,https://www.tesco.com/groceries/en-GB/products/259703198,1687613835.181526,"['£3.50', '£14.58/kg']",3.5,£14.58/kg
553,Jus-Rol Pains Au Chocolat Dough 6 Pack 275G,https://www.tesco.com/groceries/en-GB/products/273798639,1687613835.25529,"['£2.30', '£0.84/100g']",2.3,£0.84/100g
554,Lurpak Slightly Salted Spreadable 250G,https://www.tesco.com/groceries/en-GB/products/252581962,1687613835.328867,"['£3.00', '£12.00/kg']",3.0,£12.00/kg
555,Tesco 2 Boneless Sea Bass Fillets 180G,https://www.tesco.com/groceries/en-GB/products/310154741,1687613835.402909,"['£4.25', '£23.61/kg']",4.25,£23.61/kg
556,Jus-Rol Cinnamon Swirls Dough 6 Pack 270G,https://www.tesco.com/groceries/en-GB/products/280988358,1687613835.470637,"['£2.30', '£8.52/kg']",2.3,£8.52/kg
557,Tesco British Brie 160G,https://www.tesco.com/groceries/en-GB/products/309188955,1687613835.544387,"['£2.25', '£14.06/kg']",2.25,£14.06/kg
558,Tesco Finest Cooked Jumbo King Prawns 150G,https://www.tesco.com/groceries/en-GB/products/301795306,1687613835.6210089,"['£4.20', '£28.00/kg']",4.2,£28.00/kg
559,Cecile's Cuisine 16 Cocktail Blinis 135G,https://www.tesco.com/groceries/en-GB/products/309753753,1687613835.6921542,"['£2.20', '£1.63/100g']",2.2,£1.63/100g
560,Tesco Fresh Lasagne Sheets 250G,https://www.tesco.com/groceries/en-GB/products/303732718,1687613835.762018,"['£1.60', '£6.40/kg']",1.6,£6.40/kg
