var_id,title,sub_id,sub_name,def,notes,vertical,unit,graph
1930,"Inflation of Housing, Water, Electricity, Gas and Fuel  Group (2012=100)",3,Consumer Prices Indices,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;
&lt;li&gt;Before April 1979, the base year is September 1966 (September 1966 = 100)&lt;/li&gt;
&lt;li&gt;Since April 1979, the Term &quot;Consumer Price Index&quot; has been used ( the term that has been used before is &quot;Cost Living Index&quot;). The base year is April 1977-Maret 1978. CPI using a consumption pattern obtained from 1977/1978 Cost Living Survey in 17 Provincial Capital cities.) (April 1977-Maret 1978=100)&lt;/li&gt;
&lt;li&gt;Since April 1990-1997, CPI has been based on a consumption pattern obtained from Cost Living Survey in 27 Provincial Capital cities and using 1988/1989 base year) (1988/1989=100)&lt;/li&gt;
&lt;li&gt;Since December 1997, CPI has been based on a consumption pattern obtained from 1996 Cost of Living Survey in 44 cities(1996=100)&lt;/li&gt;
&lt;li&gt;Since January 2004, CPI has been based on a consumption pattern obtained from 2002 Cost of Living Survey in 45 cities(2002=100)&lt;/li&gt;
&lt;li&gt;Since June 2008, CPI has been based on a consumption pattern obtained from 2007 Cost of Living Survey in 66 cities(2007=100)&lt;/li&gt;
&lt;li&gt;Since 2014, CPI has been based on a consumption pattern obtained from 2012 Cost of Living Survey in 82 cities (2012=100)&lt;/li&gt;
&lt;li&gt;This Combined Inflation Rate is a percentage change in the data months CPI against the previous months CPI&lt;/li&gt;
&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",3,,1.0
1931,Inflation of Clothing Group (2012=100),3,Consumer Prices Indices,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;
&lt;li&gt;Before April 1979, the base year is September 1966 (September 1966 = 100)&lt;/li&gt;
&lt;li&gt;Since April 1979, the Term &quot;Consumer Price Index&quot; has been used ( the term that has been used before is &quot;Cost Living Index&quot;). The base year is April 1977-Maret 1978. CPI using a consumption pattern obtained from 1977/1978 Cost Living Survey in 17 Provincial Capital cities.) (April 1977-Maret 1978=100)&lt;/li&gt;
&lt;li&gt;Since April 1990-1997, CPI has been based on a consumption pattern obtained from Cost Living Survey in 27 Provincial Capital cities and using 1988/1989 base year) (1988/1989=100)&lt;/li&gt;
&lt;li&gt;Since December 1997, CPI has been based on a consumption pattern obtained from 1996 Cost of Living Survey in 44 cities(1996=100)&lt;/li&gt;
&lt;li&gt;Since January 2004, CPI has been based on a consumption pattern obtained from 2002 Cost of Living Survey in 45 cities(2002=100)&lt;/li&gt;
&lt;li&gt;Since June 2008, CPI has been based on a consumption pattern obtained from 2007 Cost of Living Survey in 66 cities(2007=100)&lt;/li&gt;
&lt;li&gt;Since 2014, CPI has been based on a consumption pattern obtained from 2012 Cost of Living Survey in 82 cities (2012=100)&lt;/li&gt;
&lt;li&gt;This Combined Inflation Rate is a percentage change in the data months CPI against the previous months CPI&lt;/li&gt;
&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",3,,1.0
1932,Inflation of Health Group (2012=100),3,Consumer Prices Indices,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;
&lt;li&gt;Before April 1979, the base year is September 1966 (September 1966 = 100)&lt;/li&gt;
&lt;li&gt;Since April 1979, the Term &quot;Consumer Price Index&quot; has been used ( the term that has been used before is &quot;Cost Living Index&quot;). The base year is April 1977-Maret 1978. CPI using a consumption pattern obtained from 1977/1978 Cost Living Survey in 17 Provincial Capital cities.) (April 1977-Maret 1978=100)&lt;/li&gt;
&lt;li&gt;Since April 1990-1997, CPI has been based on a consumption pattern obtained from Cost Living Survey in 27 Provincial Capital cities and using 1988/1989 base year) (1988/1989=100)&lt;/li&gt;
&lt;li&gt;Since December 1997, CPI has been based on a consumption pattern obtained from 1996 Cost of Living Survey in 44 cities(1996=100)&lt;/li&gt;
&lt;li&gt;Since January 2004, CPI has been based on a consumption pattern obtained from 2002 Cost of Living Survey in 45 cities(2002=100)&lt;/li&gt;
&lt;li&gt;Since June 2008, CPI has been based on a consumption pattern obtained from 2007 Cost of Living Survey in 66 cities(2007=100)&lt;/li&gt;
&lt;li&gt;Since 2014, CPI has been based on a consumption pattern obtained from 2012 Cost of Living Survey in 82 cities (2012=100)&lt;/li&gt;
&lt;li&gt;This Combined Inflation Rate is a percentage change in the data months CPI against the previous months CPI&lt;/li&gt;
&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",3,,1.0
1933,"Inflation of Education, Recreation, Sports Group (2012=100)",3,Consumer Prices Indices,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;
&lt;li&gt;Before April 1979, the base year is September 1966 (September 1966 = 100)&lt;/li&gt;
&lt;li&gt;Since April 1979, the Term &quot;Consumer Price Index&quot; has been used ( the term that has been used before is &quot;Cost Living Index&quot;). The base year is April 1977-Maret 1978. CPI using a consumption pattern obtained from 1977/1978 Cost Living Survey in 17 Provincial Capital cities.) (April 1977-Maret 1978=100)&lt;/li&gt;
&lt;li&gt;Since April 1990-1997, CPI has been based on a consumption pattern obtained from Cost Living Survey in 27 Provincial Capital cities and using 1988/1989 base year) (1988/1989=100)&lt;/li&gt;
&lt;li&gt;Since December 1997, CPI has been based on a consumption pattern obtained from 1996 Cost of Living Survey in 44 cities(1996=100)&lt;/li&gt;
&lt;li&gt;Since January 2004, CPI has been based on a consumption pattern obtained from 2002 Cost of Living Survey in 45 cities(2002=100)&lt;/li&gt;
&lt;li&gt;Since June 2008, CPI has been based on a consumption pattern obtained from 2007 Cost of Living Survey in 66 cities(2007=100)&lt;/li&gt;
&lt;li&gt;Since 2014, CPI has been based on a consumption pattern obtained from 2012 Cost of Living Survey in 82 cities (2012=100)&lt;/li&gt;
&lt;li&gt;This Combined Inflation Rate is a percentage change in the data months CPI against the previous months CPI&lt;/li&gt;
&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",3,,1.0
1934,"Inflation of Transport, Communication, and Financial Services Group (2012=100)",3,Consumer Prices Indices,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;
&lt;li&gt;Before April 1979, the base year is September 1966 (September 1966 = 100)&lt;/li&gt;
&lt;li&gt;Since April 1979, the Term &quot;Consumer Price Index&quot; has been used ( the term that has been used before is &quot;Cost Living Index&quot;). The base year is April 1977-Maret 1978. CPI using a consumption pattern obtained from 1977/1978 Cost Living Survey in 17 Provincial Capital cities.) (April 1977-Maret 1978=100)&lt;/li&gt;
&lt;li&gt;Since April 1990-1997, CPI has been based on a consumption pattern obtained from Cost Living Survey in 27 Provincial Capital cities and using 1988/1989 base year) (1988/1989=100)&lt;/li&gt;
&lt;li&gt;Since December 1997, CPI has been based on a consumption pattern obtained from 1996 Cost of Living Survey in 44 cities(1996=100)&lt;/li&gt;
&lt;li&gt;Since January 2004, CPI has been based on a consumption pattern obtained from 2002 Cost of Living Survey in 45 cities(2002=100)&lt;/li&gt;
&lt;li&gt;Since June 2008, CPI has been based on a consumption pattern obtained from 2007 Cost of Living Survey in 66 cities(2007=100)&lt;/li&gt;
&lt;li&gt;Since 2014, CPI has been based on a consumption pattern obtained from 2012 Cost of Living Survey in 82 cities (2012=100)&lt;/li&gt;
&lt;li&gt;This Combined Inflation Rate is a percentage change in the data months CPI against the previous months CPI&lt;/li&gt;
&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",3,,1.0
1935,Consumer Price Index of Foodstuff Group (2012=100),3,Consumer Prices Indices,,"&lt;ul&gt;
&lt;li&gt;Before April 1979, the base year is September 1966 (September 1966 = 100)&lt;/li&gt;
&lt;li&gt;Since April 1979, the Term &quot;Consumer Price Index&quot; has been used ( the term that has been used before is &quot;Cost Living Index&quot;). The base year is April 1977-Maret 1978. CPI using a consumption pattern obtained from 1977/1978 Cost Living Survey in 17 Provincial Capital cities.) (April 1977-Maret 1978=100)&lt;/li&gt;
&lt;li&gt;Since April 1990-1997, CPI has been based on a consumption pattern obtained from Cost Living Survey in 27 Provincial Capital cities and using 1988/1989 base year) (1988/1989=100)&lt;/li&gt;
&lt;li&gt;Since December 1997, CPI has been based on a consumption pattern obtained from 1996 Cost of Living Survey in 44 cities(1996=100)&lt;/li&gt;
&lt;li&gt;Since January 2004, CPI has been based on a consumption pattern obtained from 2002 Cost of Living Survey in 45 cities(2002=100)&lt;/li&gt;
&lt;li&gt;Since June 2008, CPI has been based on a consumption pattern obtained from 2007 Cost of Living Survey in 66 cities(2007=100)&lt;/li&gt;
&lt;li&gt;Since 2014, CPI has been based on a consumption pattern obtained from 2012 Cost of Living Survey in 82 cities (2012=100)&lt;/li&gt;
&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100).SBH was implemented in urban areas with a total sample of 141.600 households. In addition to changes in regional coverage, the classification of CPI (2018=100) also experienced changes, which previously numbered 7 groups to 11 groups&lt;/li&gt;
&lt;/ul&gt;",3,,1.0
1936,"Consumer Price Index of Prepared Food, Beverages, Cigarette, and Tobacco Group (2012=100)",3,Consumer Prices Indices,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;
&lt;li&gt;Before April 1979, the base year is September 1966 (September 1966 = 100)&lt;/li&gt;
&lt;li&gt;Since April 1979, the Term &quot;Consumer Price Index&quot; has been used ( the term that has been used before is &quot;Cost Living Index&quot;). The base year is April 1977-Maret 1978. CPI using a consumption pattern obtained from 1977/1978 Cost Living Survey in 17 Provincial Capital cities.) (April 1977-Maret 1978=100)&lt;/li&gt;
&lt;li&gt;Since April 1990-1997, CPI has been based on a consumption pattern obtained from Cost Living Survey in 27 Provincial Capital cities and using 1988/1989 base year) (1988/1989=100)&lt;/li&gt;
&lt;li&gt;Since December 1997, CPI has been based on a consumption pattern obtained from 1996 Cost of Living Survey in 44 cities(1996=100)&lt;/li&gt;
&lt;li&gt;Since January 2004, CPI has been based on a consumption pattern obtained from 2002 Cost of Living Survey in 45 cities(2002=100)&lt;/li&gt;
&lt;li&gt;Since June 2008, CPI has been based on a consumption pattern obtained from 2007 Cost of Living Survey in 66 cities(2007=100)&lt;/li&gt;
&lt;li&gt;Since 2014, CPI has been based on a consumption pattern obtained from 2012 Cost of Living Survey in 82 cities (2012=100)&lt;/li&gt;
&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100).SBH was implemented in urban areas with a total sample of 141.600 households. In addition to changes in regional coverage, the classification of CPI (2018=100) also experienced changes, which previously numbered 7 groups to 11 groups&lt;/li&gt;
&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",3,,1.0
1937,"Consumer Price Index of Housing, Water, Electricity, Gas and Fuel  Group (2012=100)",3,Consumer Prices Indices,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;
&lt;li&gt;Before April 1979, the base year is September 1966 (September 1966 = 100)&lt;/li&gt;
&lt;li&gt;Since April 1979, the Term &quot;Consumer Price Index&quot; has been used ( the term that has been used before is &quot;Cost Living Index&quot;). The base year is April 1977-Maret 1978. CPI using a consumption pattern obtained from 1977/1978 Cost Living Survey in 17 Provincial Capital cities.) (April 1977-Maret 1978=100)&lt;/li&gt;
&lt;li&gt;Since April 1990-1997, CPI has been based on a consumption pattern obtained from Cost Living Survey in 27 Provincial Capital cities and using 1988/1989 base year) (1988/1989=100)&lt;/li&gt;
&lt;li&gt;Since December 1997, CPI has been based on a consumption pattern obtained from 1996 Cost of Living Survey in 44 cities(1996=100)&lt;/li&gt;
&lt;li&gt;Since January 2004, CPI has been based on a consumption pattern obtained from 2002 Cost of Living Survey in 45 cities(2002=100)&lt;/li&gt;
&lt;li&gt;Since June 2008, CPI has been based on a consumption pattern obtained from 2007 Cost of Living Survey in 66 cities(2007=100)&lt;/li&gt;
&lt;li&gt;Since 2014, CPI has been based on a consumption pattern obtained from 2012 Cost of Living Survey in 82 cities (2012=100)&lt;/li&gt;
&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100).SBH was implemented in urban areas with a total sample of 141.600 households. In addition to changes in regional coverage, the classification of CPI (2018=100) also experienced changes, which previously numbered 7 groups to 11 groups&lt;/li&gt;
&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",3,,1.0
1938,Consumer Price Index of Clothing Group (2012=100),3,Consumer Prices Indices,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;
&lt;li&gt;Before April 1979, the base year is September 1966 (September 1966 = 100)&lt;/li&gt;
&lt;li&gt;Since April 1979, the Term &quot;Consumer Price Index&quot; has been used ( the term that has been used before is &quot;Cost Living Index&quot;). The base year is April 1977-Maret 1978. CPI using a consumption pattern obtained from 1977/1978 Cost Living Survey in 17 Provincial Capital cities.) (April 1977-Maret 1978=100)&lt;/li&gt;
&lt;li&gt;Since April 1990-1997, CPI has been based on a consumption pattern obtained from Cost Living Survey in 27 Provincial Capital cities and using 1988/1989 base year) (1988/1989=100)&lt;/li&gt;
&lt;li&gt;Since December 1997, CPI has been based on a consumption pattern obtained from 1996 Cost of Living Survey in 44 cities(1996=100)&lt;/li&gt;
&lt;li&gt;Since January 2004, CPI has been based on a consumption pattern obtained from 2002 Cost of Living Survey in 45 cities(2002=100)&lt;/li&gt;
&lt;li&gt;Since June 2008, CPI has been based on a consumption pattern obtained from 2007 Cost of Living Survey in 66 cities(2007=100)&lt;/li&gt;
&lt;li&gt;Since 2014, CPI has been based on a consumption pattern obtained from 2012 Cost of Living Survey in 82 cities (2012=100)&lt;/li&gt;
&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100).SBH was implemented in urban areas with a total sample of 141.600 households. In addition to changes in regional coverage, the classification of CPI (2018=100) also experienced changes, which previously numbered 7 groups to 11 groups&lt;/li&gt;
&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",3,,1.0
1939,Consumer Price Index of Health Group (2012=100),3,Consumer Prices Indices,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;
&lt;li&gt;Before April 1979, the base year is September 1966 (September 1966 = 100)&lt;/li&gt;
&lt;li&gt;Since April 1979, the Term &quot;Consumer Price Index&quot; has been used ( the term that has been used before is &quot;Cost Living Index&quot;). The base year is April 1977-Maret 1978. CPI using a consumption pattern obtained from 1977/1978 Cost Living Survey in 17 Provincial Capital cities.) (April 1977-Maret 1978=100)&lt;/li&gt;
&lt;li&gt;Since April 1990-1997, CPI has been based on a consumption pattern obtained from Cost Living Survey in 27 Provincial Capital cities and using 1988/1989 base year) (1988/1989=100)&lt;/li&gt;
&lt;li&gt;Since December 1997, CPI has been based on a consumption pattern obtained from 1996 Cost of Living Survey in 44 cities(1996=100)&lt;/li&gt;
&lt;li&gt;Since January 2004, CPI has been based on a consumption pattern obtained from 2002 Cost of Living Survey in 45 cities(2002=100)&lt;/li&gt;
&lt;li&gt;Since June 2008, CPI has been based on a consumption pattern obtained from 2007 Cost of Living Survey in 66 cities(2007=100)&lt;/li&gt;
&lt;li&gt;Since 2014, CPI has been based on a consumption pattern obtained from 2012 Cost of Living Survey in 82 cities (2012=100)&lt;/li&gt;
&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100).SBH was implemented in urban areas with a total sample of 141.600 households. In addition to changes in regional coverage, the classification of CPI (2018=100) also experienced changes, which previously numbered 7 groups to 11 groups&lt;/li&gt;
&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",3,,1.0
1940,"Consumer Price Index of Education, Recreation, Sports Group (2012=100)",3,Consumer Prices Indices,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;
&lt;li&gt;Before April 1979, the base year is September 1966 (September 1966 = 100)&lt;/li&gt;
&lt;li&gt;Since April 1979, the Term &quot;Consumer Price Index&quot; has been used ( the term that has been used before is &quot;Cost Living Index&quot;). The base year is April 1977-Maret 1978. CPI using a consumption pattern obtained from 1977/1978 Cost Living Survey in 17 Provincial Capital cities.) (April 1977-Maret 1978=100)&lt;/li&gt;
&lt;li&gt;Since April 1990-1997, CPI has been based on a consumption pattern obtained from Cost Living Survey in 27 Provincial Capital cities and using 1988/1989 base year) (1988/1989=100)&lt;/li&gt;
&lt;li&gt;Since December 1997, CPI has been based on a consumption pattern obtained from 1996 Cost of Living Survey in 44 cities(1996=100)&lt;/li&gt;
&lt;li&gt;Since January 2004, CPI has been based on a consumption pattern obtained from 2002 Cost of Living Survey in 45 cities(2002=100)&lt;/li&gt;
&lt;li&gt;Since June 2008, CPI has been based on a consumption pattern obtained from 2007 Cost of Living Survey in 66 cities(2007=100)&lt;/li&gt;
&lt;li&gt;Since 2014, CPI has been based on a consumption pattern obtained from 2012 Cost of Living Survey in 82 cities (2012=100)&lt;/li&gt;
&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100).SBH was implemented in urban areas with a total sample of 141.600 households. In addition to changes in regional coverage, the classification of CPI (2018=100) also experienced changes, which previously numbered 7 groups to 11 groups&lt;/li&gt;
&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",3,,1.0
1941,"Consumer Price Index of Transport, Communication, and Financial Services Group (2012=100)",3,Consumer Prices Indices,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;
&lt;li&gt;Before April 1979, the base year is September 1966 (September 1966 = 100)&lt;/li&gt;
&lt;li&gt;Since April 1979, the Term &quot;Consumer Price Index&quot; has been used ( the term that has been used before is &quot;Cost Living Index&quot;). The base year is April 1977-Maret 1978. CPI using a consumption pattern obtained from 1977/1978 Cost Living Survey in 17 Provincial Capital cities.) (April 1977-Maret 1978=100)&lt;/li&gt;
&lt;li&gt;Since April 1990-1997, CPI has been based on a consumption pattern obtained from Cost Living Survey in 27 Provincial Capital cities and using 1988/1989 base year) (1988/1989=100)&lt;/li&gt;
&lt;li&gt;Since December 1997, CPI has been based on a consumption pattern obtained from 1996 Cost of Living Survey in 44 cities(1996=100)&lt;/li&gt;
&lt;li&gt;Since January 2004, CPI has been based on a consumption pattern obtained from 2002 Cost of Living Survey in 45 cities(2002=100)&lt;/li&gt;
&lt;li&gt;Since June 2008, CPI has been based on a consumption pattern obtained from 2007 Cost of Living Survey in 66 cities(2007=100)&lt;/li&gt;
&lt;li&gt;Since 2014, CPI has been based on a consumption pattern obtained from 2012 Cost of Living Survey in 82 cities (2012=100)&lt;/li&gt;
&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100).SBH was implemented in urban areas with a total sample of 141.600 households. In addition to changes in regional coverage, the classification of CPI (2018=100) also experienced changes, which previously numbered 7 groups to 11 groups&lt;/li&gt;
&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",3,,1.0
1942,Calender Year Inflation of Foodstuff Group (2012=100),3,Consumer Prices Indices,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;
&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100)&lt;/li&gt;
&lt;li&gt;The inflation rate for this calendar year is the percentage change in the CPI for the month of data against the CPI for the December of the previous year&lt;/li&gt;
&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",3,,1.0
1943,"Calender Year Inflation of Prepared Food, Beverages, Cigarette, and Tobacco Group (2012=100)",3,Consumer Prices Indices,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;
&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100)&lt;/li&gt;
&lt;li&gt;The inflation rate for this calendar year is the percentage change in the CPI for the month of data against the CPI for the December of the previous year&lt;/li&gt;
&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",3,,1.0
1944,"Calender Year Inflation of Housing, Water, Electricity, Gas and Fuel  Group (2012=100)",3,Consumer Prices Indices,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;
&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100)&lt;/li&gt;
&lt;li&gt;The inflation rate for this calendar year is the percentage change in the CPI for the month of data against the CPI for the December of the previous year&lt;/li&gt;
&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",3,,1.0
1945,Calender Year Inflation of Clothing Group (2012=100),3,Consumer Prices Indices,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;
&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100)&lt;/li&gt;
&lt;li&gt;The inflation rate for this calendar year is the percentage change in the CPI for the month of data against the CPI for the December of the previous year&lt;/li&gt;
&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",3,,1.0
1946,Calender Year Inflation of Health Group (2012=100),3,Consumer Prices Indices,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;
&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100)&lt;/li&gt;
&lt;li&gt;The inflation rate for this calendar year is the percentage change in the CPI for the month of data against the CPI for the December of the previous year&lt;/li&gt;
&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",3,,1.0
1947,"Calender Year Inflation of Education, Recreation, Sports Group (2012=100)",3,Consumer Prices Indices,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;
&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100)&lt;/li&gt;
&lt;li&gt;The inflation rate for this calendar year is the percentage change in the CPI for the month of data against the CPI for the December of the previous year&lt;/li&gt;
&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",3,,1.0
1948,"Calender Year Inflation of Transport, Communication, and Financial Services Group (2012=100)",3,Consumer Prices Indices,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;
&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100)&lt;/li&gt;
&lt;li&gt;The inflation rate for this calendar year is the percentage change in the CPI for the month of data against the CPI for the December of the previous year&lt;/li&gt;
&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",3,,1.0
100,Construction Company Daily Workers Day,4,Construction,,&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;p&gt; Source :&lt;/p&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;&lt;li&gt;&lt;/li&gt;&lt;li&gt;Benchmark of Construction Statistics for 2010-2019 Data&lt;/li&gt;&lt;li&gt;Construction Statistics 2020 for 2020 Data&lt;/li&gt; &lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;,1,man day,3.0
128,Construction Cost Index,4,Construction,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;p&gt;
&lt;br /&gt;&lt;/p&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;p&gt;Source:&lt;/p&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;&lt;li&gt;Statistics Indonesia&lt;/li&gt;&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;p&gt;Information :&lt;/p&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;&lt;li&gt;Samarinda City as a reference region (Samarinda = 100) in 2010-2014&lt;/li&gt;&lt;li&gt;Surabaya City as a reference region (Surabaya = 100) in 2015-2017&lt;/li&gt;&lt;li&gt;Semarang City as a reference region (Semarang = 100) in 2018-2020&lt;/li&gt;&lt;li&gt;Makassar City as a reference region (Semarang = 100) in 2021&lt;/li&gt;&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",1,,1.0
213,Summary of Construction Statistics,4,Construction,,"&lt;ul&gt;
&lt;li&gt; Source: 2017 Construction Statistics &lt;/ li&gt;
&lt;li&gt; 2017 data is an approximate number &lt;/ li&gt;
&lt;li&gt; On Summary of Productivity without taking into account daily workers &lt;/ li&gt;
&lt;/ ul&gt;",107,,1.0
216,Number of Construction Companies,4,Construction,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;&lt;li&gt; Source: Construction Company Directory 
&lt;/li&gt;&lt;li&gt; Note: The classification of companies is based on the Construction Services Development Institution Regulation (LPJK) which has undergone several changes, namely: Regulation No. LPJK. 11A Year 2008 was replaced by Regulation No. LPJK. 10 of 2013, and the last one uses Regulation No. LPJK N. 3 of 2017&lt;/li&gt;&lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",1,,1.0
223,Number of Permanent Workers of Construction Companies,4,Construction,,&lt;p&gt;Source :&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;&lt;li&gt;Benchmark of Construction Statistics for 2010-2019 Data&lt;/li&gt; &lt;li&gt;Construction Statistics 2020 for 2020 Data&lt;/li&gt;&lt;/ul&gt;,1,People,1.0
225,Permanent Worker Service and Construction Workers Daily Wages,4,Construction,,&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;p&gt; Source :&lt;/p&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;ul&gt;&lt;li&gt;&lt;/li&gt;&lt;li&gt;Benchmark of Construction Statistics for 2010-2019 Data&lt;/li&gt;&lt;li&gt;Construction Statistics 2020 for 2020 Data&lt;/li&gt; &lt;/ul&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;,1,Million Rupiahs,3.0
